-10.023 -3 1.1287e-06
-9.9941 -3 1.2082e-06
-9.9655 -3 1.2201e-06
-9.9369 -3 1.1616e-06
-9.9083 -3 1.0414e-06
-2.931 -3 2.185e-06
-2.9024 -3 3.8916e-06
-2.8738 -3 5.7883e-06
-2.8452 -3 7.0681e-06
-2.8167 -3 9.1416e-06
-2.7881 -3 1.1049e-05
-2.7595 -3 1.2441e-05
-2.7309 -3 1.2909e-05
-2.7023 -3 1.2405e-05
-2.6737 -3 1.1121e-05
-2.6451 -3 1.0306e-05
-2.6165 -3 9.1536e-06
-2.5879 -3 7.4465e-06
-2.5593 -3 4.7769e-06
-2.5307 -3 3.2262e-06
-2.5021 -3 1.7276e-06
4.3608 -3 1.2833e-06
4.3894 -3 1.8687e-06
4.418 -3 2.4264e-06
4.4466 -3 2.9278e-06
4.4752 -3 3.2915e-06
4.5038 -3 3.4057e-06
4.5324 -3 3.3721e-06
4.561 -3 3.165e-06
4.5896 -3 2.7827e-06
4.6182 -3 2.2515e-06
4.6468 -3 1.7009e-06
4.6754 -3 1.1854e-06
8.021 -3 1.3974e-06
8.0496 -3 1.7959e-06
8.0782 -3 2.1453e-06
8.1068 -3 2.4341e-06
8.1354 -3 2.5678e-06
8.164 -3 2.5585e-06
8.1926 -3 2.4273e-06
8.2212 -3 2.1801e-06
8.2498 -3 1.7971e-06
8.2784 -3 1.3579e-06
-13.74 -2.9713 1.1912e-06
-13.712 -2.9713 1.6104e-06
-13.683 -2.9713 1.9822e-06
-13.654 -2.9713 2.2511e-06
-13.626 -2.9713 2.3481e-06
-13.597 -2.9713 2.3755e-06
-13.569 -2.9713 2.2634e-06
-13.54 -2.9713 2.0224e-06
-13.511 -2.9713 1.6975e-06
-13.483 -2.9713 1.3457e-06
-10.137 -2.9713 1.1647e-06
-10.108 -2.9713 1.7486e-06
-10.08 -2.9713 2.3298e-06
-10.051 -2.9713 2.8782e-06
-10.023 -2.9713 3.2919e-06
-9.9941 -2.9713 3.5115e-06
-9.9655 -2.9713 3.5364e-06
-9.9369 -2.9713 3.3924e-06
-9.9083 -2.9713 3.0516e-06
-9.8797 -2.9713 2.5519e-06
-9.8511 -2.9713 1.9703e-06
-9.8225 -2.9713 1.3883e-06
-6.4769 -2.9713 1.105e-06
-6.4483 -2.9713 1.4338e-06
-6.4197 -2.9713 1.6999e-06
-6.3911 -2.9713 1.8701e-06
-6.3625 -2.9713 1.9184e-06
-6.3339 -2.9713 1.8447e-06
-6.3053 -2.9713 1.7423e-06
-6.2767 -2.9713 1.5214e-06
-6.2481 -2.9713 1.2522e-06
-3.5887 -2.9713 1.2629e-06
-3.5601 -2.9713 1.6451e-06
-3.5315 -2.9713 1.9407e-06
-3.5029 -2.9713 2.0606e-06
-3.4743 -2.9713 1.9467e-06
-3.4458 -2.9713 1.7381e-06
-3.4172 -2.9713 1.2739e-06
-3.2456 -2.9713 1.0284e-06
-3.217 -2.9713 1.8096e-06
-3.1884 -2.9713 2.5029e-06
-3.1598 -2.9713 2.8764e-06
-3.1312 -2.9713 2.7247e-06
-3.1026 -2.9713 2.0315e-06
-3.074 -2.9713 1.0354e-06
